tid,title,imdbRating,ratingCount,duration,year,nrOfWins,nrOfNominations,nrOfUserReviews
355702,Butterfield 8,7.1,35636,6420,2005,1,7,192
453562,Cat on a Hot Tin Roof,7.6,44350,7680,2013,3,13,168
49778,Christmas Break-In,7.5,4572,6780,1956,2,3,52
469903,Christmas in the Heartland,7.3,12791,7800,2008,1,2,43
103747,Christmas Survival,5.8,6558,6900,1992,0,0,45
76538,Cleopatra Jones,http://www.imdb.com/title/tt0076538/,6.3,12819,6120,video.movie,0,49
738611,Code Name: The Cleaner,5.7,13,2700,1999,0,0,0
72271,Doctor Zhivago,7.5,72698,4980,1974,1,0,768
92563,Drive,7.4,50540,6780,1987,1,3,219
66817,Elliot the Littlest Reindeer,7,19757,5340,1971,1,5,89
117883,Enter the Dragon,7.5,21520,7500,1996,14,5,110
1038988,Euphoria,7.5,100652,4680,2007,16,8,353
164181,Executive Decision,7,53413,5940,1999,3,1,364
80516,Fallen,7.3,17980,6420,1980,10,4,265
298130,Fear and Loathing in Las Vegas,7.1,185424,6900,2002,11,6,1603
65143,Fire in Paradise,7.2,9477,6060,1970,1,1,86
71222,Forbidden Planet,7.3,17385,5880,1974,2,2,324
110631,Getting Played,7.4,10274,6420,1994,10,2,32
80761,Gigi,http://www.imdb.com/title/tt0080761/,6.5,60304,5700,video.movie,0,2227
87909,Gosford Park,6.9,12611,6600,1985,0,0,159
43274,Gothika,7.4,69990,4500,1951,0,1,129
67992,Grease,7.8,93291,6000,1971,0,1,330
2087453,Hache,7.2,104,5400,2011,0,0,0
20629,Harlem Globetrotters: The Team That Changed the World,8.1,40591,8160,1930,4,2,185
265086,Hello Ninja,7.7,226441,8520,2001,8,28,1079
116683,Holiday in the Wild,6.8,38311,4740,1996,3,3,70
64072,Holly Star,7,12808,7920,1969,1,0,129
418689,How to Be a Latin Lover,7.1,84617,7920,2006,15,15,406
46889,How to Be a Player,7.4,6273,7440,1955,0,3,86
417397,Invictus,7.2,13766,8340,2005,8,12,63
1876277,Jimi Hendrix,7.1,10324,6000,2012,0,0,26
54310,King's Ransom,7.2,4332,5820,1960,0,0,53
66549,Legion,7.3,4760,8040,1970,1,2,73
103639,Like Water for Chocolate,8,176939,5400,1992,24,15,212
1014759,Listen Up! The Lives of Quincy Jones,6.5,228380,6480,2010,20,43,703
2014338,Logan's Run,7.7,7811,5940,2012,0,0,34
87469,Lolita,7.6,229232,7080,1984,4,19,479
367882,Love Jones,6.3,254765,7320,2008,6,25,2019
458339,Mad Money,6.8,280412,7440,2011,2,19,591
1210819,Maid-Sama!,6.6,117298,8940,2013,2,12,603
416236,Money Talks,6.6,53555,5760,2008,2,7,116
299977,Monster House,8,128177,5940,2002,28,20,827
1233301,Mutiny on the Bounty,6.2,27085,7260,2011,0,0,88
73341,Nacho Libre,http://www.imdb.com/title/tt0073341/,7.9,30546,7740,video.movie,0,108
51808,National Lampoon's Loaded Weapon 1,8,19034,8340,1958,4,1,84
862467,Ocean's Eleven,5.9,31451,5580,2009,4,9,241
58150,Paid in Full,7.8,110130,6600,1964,4,4,375
102057,Queer Eye: We're in Japan!,6.6,138165,8640,1991,5,10,327
204797,Rebel Without a Cause,7.2,78,,1993,0,0,1
83791,Revolutionary Road,7.2,32666,5580,1982,2,4,191
138704,Rosemary's Baby,7.5,116612,5040,1998,9,7,570
86567,Rounders,7.1,58609,6840,1983,4,11,141
60390,Rumble in the Bronx,7.2,26708,6720,1966,0,2,156
390384,Santa Girl,7,47853,4620,2004,2,7,319
99582,Sling Blade,6.5,51825,6900,1990,0,2,136
480249,Sparkle,7.2,375606,6060,2007,9,18,1377
77269,Spider-Man 3,7,17035,6000,1978,1,7,108
1527186,Spitfire: The Plane that Saved the World,7.1,94094,8160,2011,31,47,502
91369,Step Brothers,7.4,71115,6060,1986,0,3,434
1951264,Superfly,7.9,260431,8760,2013,6,34,557
1470827,The Brave One,6.4,58943,5640,2010,9,9,408
43456,The Christmas Candle,http://www.imdb.com/title/tt0043456/,7.9,55728,5100,video.movie,1,337
77294,The Cincinnati Kid,6.8,13364,7380,1977,0,0,141
119282,The Game,7.2,87393,5580,1997,8,9,142
2461314,The Great Raid,8,148,3600,2012,0,0,0
56732,The House of Flowers Presents: The Funeral,8.1,15249,5700,1962,2,1,67
243017,The King,7.8,37236,6000,2001,5,14,492
421715,The Last Boy Scout,7.8,337671,9960,2008,42,81,792
795328,The Man Without Gravity,4.9,150,11700,2006,0,0,1
104797,The Matrix,7.7,50885,12120,1992,19,8,125
71691,The Matrix Reloaded,7.9,9967,6600,1974,6,2,57
319736,The Matrix Revolutions,8,4645,9300,2002,10,3,27
1519211,The Old Thieves: The Legend of Artegios,6.4,360,1800,2009,0,0,2
905372,The Pelican Brief,6.3,73267,6180,2011,0,0,456
123755,The Tuxedo,7.4,120317,5400,1997,13,7,659
133751,"Thelonious Monk: Straight, No Chaser",6.4,77408,6240,1998,0,0,489
106452,True: Grabbleapple Harvest,5.9,11523,5220,1993,0,0,71
68713,Vantage Point,6.6,4678,5040,1972,1,0,118
285492,Vientos de agua,5.6,39217,5700,2002,1,1,206
77745,We Are the Wave,7.4,27955,6900,1978,3,8,148
1683871,Wild Child,8.2,30,,2010,0,0,0
93148,Zo??: Panoramas,5.8,19047,6600,1987,1,7,30
95107,Zombieland,5.4,6231,5700,1988,0,0,42
1204342,A Wednesday,7.2,61829,6180,2011,9,22,240
120783,Aagey Se Right,6.3,58196,7620,1998,1,4,239
110366,Aamir,6.2,25736,4920,1994,2,0,42
349205,ABCD 2,5.8,58081,5880,2003,2,7,283
118998,ABCD: Any Body Can Dance,5.3,58282,5100,1998,4,8,99
63829,Arjun: The Warrior Prince,deine meine unsere,http://www.imdb.com/title/tt0063829/,7.1,4828,1968,video.movie,14
119215,Asees,5.6,17033,6180,1997,0,0,76
317303,Barfi!,5.5,38156,5520,2003,1,6,113
118689,BASEketball,6.2,60123,5100,1997,2,0,146
101862,Calico Critters,6.4,45564,6300,1991,1,3,83
3175310,Calico Critters: A Town of Dreams,,,,2012,0,0,1
1822464,Calico Critters: The Treasure of Calico Village,7.7,12,3600,2011,0,0,0
3265732,Chaar?òSahibzaade,,,180,2013,0,0,0
454848,Chance Pe Dance,7.7,217824,7740,2006,5,8,627
117665,Christmas With A View,7.5,127907,8820,1996,1,4,240
399295,Chup Chup Ke,7.6,205448,7320,2005,1,1,423
991163,Dhan Dhana Dhan Goal,6.2,73,4680,2007,0,0,5
450188,Dhoondte Reh Jaoge,7.7,49075,8400,2007,36,37,213
1266029,Do Dooni Chaar,7.2,22549,5880,2009,5,18,71
421082,Edge of Fear,7.8,42024,7320,2007,27,24,138
101761,"Edmilson Filho: Notas, Comedy about Relationships",7.2,56853,8400,1991,0,0,194
821642,Filmworker,6.7,37262,7020,2009,1,3,131
350258,Gaddar: the Traitor,7.8,86302,9120,2004,44,40,417
91954,Get Shorty,7.1,18891,6720,1986,5,0,115
150915,Ghanchakkar,7.3,7795,7260,1998,4,20,107
93378,Girl from Nowhere,6.8,17404,6480,1987,1,3,55
1017451,Grandmaster,6.6,32087,6360,2010,0,0,118
80549,Hattrick,7.5,10497,7500,1980,8,13,75
94747,Heroine,7.2,7404,9660,1988,10,6,36
2351300,Himmatwala,,,,1984,0,0,0
76929,Husbands in Goa,6.5,5832,4800,1977,0,0,93
173840,Jatts in Golmaal,6.5,64066,6360,2001,1,5,783
368667,Kai Po Che!,7.9,9038,4080,2003,0,0,45
499549,Kalakalappu,8,658097,9720,2009,58,74,2991
353014,Katt Williams: The Pimp Chronicles: Pt. 1,6.8,6987,5160,2003,1,1,63
129167,Katti Batti,7.9,95942,5160,1999,19,14,479
94291,Life in a ... Metro,7.4,98950,7560,1987,9,3,204
480025,Marc Maron: Thinky Pain,7.7,81928,6060,2006,12,13,175
67328,Morris from America,8.1,26091,7080,1971,18,16,156
942385,Mumbai Meri Jaan,7,239023,6420,2008,12,18,548
181852,Mundeyan Ton Bachke Rahin,6.4,226538,6540,2003,2,17,1641
93894,No One Killed Jessica,6.6,87509,6060,1987,1,4,194
216216,Oye Lucky! Lucky Oye!,5.9,84064,7380,2000,0,0,277
290334,Paan Singh Tomar,7.5,283346,7980,2003,5,32,1018
134847,Raja Natwarlal,7.1,158717,6540,2000,2,4,793
453467,Satyagraha,7,190054,7560,2006,1,5,390
399201,Settai,6.9,217957,8160,2005,1,3,870
800080,Sigaram Thodu,6.9,237987,6720,2008,1,4,595
986263,Sommore: The Reign Continues,6.3,127915,5340,2009,0,0,240
365161,Stink!,4.4,44,1500,2000,0,0,2
96874,The Great British Baking Show: The Beginnings,7.8,220135,6480,1989,8,5,275
91059,The Tigers of Scotland,6.9,27687,5400,1986,0,0,92
91993,The Untold Tales of Armistead Maupin,5.5,9398,6420,1986,0,0,52
107290,The Water Horse: Legend of the Deep,8,374251,7620,1993,21,16,767
96928,Transcendence,6.9,68664,5400,1989,0,0,165
97523,Vaya,http://www.imdb.com/title/tt0097523/,6.2,77233,5580,video.movie,1,2
46672,Welcome to Sajjanpur,7.2,17920,7620,1954,1,2,103
230011,Yeh Hai Bakrapur,6.7,49542,5700,2001,1,12,272
102803,Zokkomon,6.3,36495,6480,1991,1,5,117
275847,6-5=2,7.1,76861,5040,2002,9,20,353
120913,Bandie,6.6,45723,5640,2000,1,6,360
120863,Beiimaan Love,7.6,114343,10200,1998,20,19,1424
74695,Coffee with D,7.6,17067,7920,1977,2,0,142
80437,Getaway Plan,7.3,12653,6780,1980,2,1,109
61578,Golden Time,7.8,42663,9000,1967,5,6,141
386064,Hajwala: The Missing Engine,8.2,27263,8400,2004,9,1,213
92965,Hitler's Steel Beast,7.8,70281,9120,1987,12,7,277
444182,Kacche Dhaagey,7.1,10613,7680,2006,9,13,61
100133,Kis Kisko Pyaar Karoon,6.9,19073,6420,1990,1,2,81
93137,Moor,6.7,15669,6600,1987,0,0,87
141926,My Life My Story,6.5,56209,6960,2000,2,9,590
282659,One Heart: The A.R. Rahman Concert Film,6.5,467,5700,2002,2,3,10
103644,Pettersson and Findus 2,6.4,153700,6840,1992,4,16,735
1188729,Punjab 1984,6.8,96813,6480,2009,0,0,273
1598778,Rivaaz,6.7,147585,6360,2011,2,6,386
853528,Romeo Ranjha,7.9,247,2640,2006,0,0,0
13556,Roots,7.8,1271,8580,1922,1,0,19
187393,Savage Dog,7.1,162795,9900,2000,8,17,1129
41996,Stranger,7.8,8211,7920,1949,4,2,112
326905,The Bittersweet,6.7,15396,7920,2005,0,0,177
319343,The Family Court,6.9,108911,5820,2003,2,7,361
162222,The Golden Path,7.7,284096,8580,2000,15,21,1002
103247,The Little Nyonya,6.6,13027,6420,1991,1,0,27
59183,The Truth,7.6,13342,8520,1965,0,4,107
376136,Together,6.2,70221,7200,2011,1,4,146
67959,Trip to Bhangarh: Asia's Most Haunted Place,7.7,13678,6000,1971,0,0,124
118158,Undercover Grandpa,6.6,15518,7740,1996,0,0,83
82484,Waarrior Savitri,7.4,13216,6000,1981,10,7,88
71411,Warehoused,http://www.imdb.com/title/tt0071411/,8.2,14561,8640,video.movie,7,25
57831,Yaara O Dildaara,7.8,12427,8520,1964,4,16,61
454876,A Grand Night In: The Story of Aardman,8.1,297386,7620,2012,50,79,702
81506,Inborn Pair,7.5,6518,5100,1980,0,0,86
86005,Just You,7.6,5297,6300,1983,5,0,51
32728,Love Around,7.2,2176,5580,1940,3,0,34
300051,Love Family,6.2,46065,6120,2004,1,6,353
876563,Love Me or Leave Me,7.7,59429,6060,2008,6,9,131
97814,Love Now,7.9,50377,6180,1989,4,0,142
512869,Norman Lear: Just Another Version of You,8.2,458,2580,2003,0,0,5
104652,Santa Pac's Merry Berry Day,7.8,31450,5640,1992,3,0,80
347618,Spanish Affair 2,7.3,20374,4500,2002,0,0,63
317705,The Interview,8,337843,6900,2004,41,38,788
438097,The Last Days of Chez Nous,6.9,131117,5460,2006,6,14,248
327597,Tree Man,7.7,109855,6000,2009,8,24,258
133240,Winter of Our Dreams,7,46307,5700,2002,1,10,195
44497,Young Tiger,8,564,5820,1952,1,1,5
35262,A Russell Peters Christmas,7.4,3575,4920,1942,1,0,33
3543160,Aziz Ansari: Buried Alive,,,,2014,0,0,0
93105,Mad Ron's Prevues from Hell,http://www.imdb.com/title/tt0093105/,7.2,65727,7260,video.movie,6,4
486655,Antar: Son of Shadad,7.8,173051,7620,2007,4,3,462
339291,Bathtubs Over Broadway,6.8,124618,6480,2004,7,21,587
367594,Gatao 2: Rise of the King,6.8,232328,6900,2005,12,32,1328
164912,Insidious,5.9,69330,5040,1999,7,12,175
94737,Lion's Heart,7.3,115372,6240,1988,12,11,178
316396,Regatta,6.9,41791,6780,2003,3,11,474
283509,Tattah,8,32915,5880,2001,31,14,164
89457,The Bulbul's Nest,6.9,27571,7260,1985,4,4,172
90728,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",7.3,70290,5940,1986,0,0,298
327679,Away From Home,6.3,33342,5760,2004,0,0,232
1644158,Bibik-Bibikku,7.7,26,,2010,0,0,0
99423,Cinta 100KG,7.1,205171,7440,1990,1,1,288
66026,Cinta Iris,7.7,46016,6960,1970,19,19,209
112864,Cinta Si Wedding Planner,7.6,232925,7860,1995,2,2,319
337978,Cinta Teruna Kimchi,7.3,277675,7680,2007,3,14,760
93409,Secret of Success,7.6,153985,6600,1987,5,1,234
104714,The Missing Menu,6.7,103163,7080,1992,3,4,131
66999,Unchained Fate,7.8,94697,6120,1971,1,1,269
122690,Desolation,7.3,124152,7320,1998,1,3,563
118880,Hari Kondabolu: Warn Your Relatives,6.8,178696,6900,1997,6,8,317
120873,Kaleidoscope,6.5,64366,7860,1998,0,0,131
35446,National Bird,8.3,15160,5940,1942,2,1,88
293662,The Chosen Ones,6.8,179826,5520,2002,0,0,444
48380,Abyss,7.9,11021,6420,1955,3,4,77
2258838,I Have a Script,,,960,2012,0,0,0
90315,In the Bosom of a Thorn,7.8,5318,4800,1986,0,0,55
85218,The Heat: A Kitchen (R)evolution,8.1,4149,4980,1983,1,0,27
102426,The Writer,7.4,8895,5760,1991,7,12,40
808417,What If?,8,55504,5760,2007,20,28,150
1185616,City of God: 10 Years Later,8,37524,5400,2008,41,27,144
102587,My Fuhrer,7.8,8029,7080,1991,0,0,51
91251,LoveTrue,8.2,19170,8760,1985,2,0,388
50585,Last Breath,7.7,3923,5460,1957,1,1,25
60802,Like Arrows,7.8,6692,5580,1966,3,4,32
120857,The Wandering Earth,6.9,8071,7020,1999,3,2,156
99088,War Horse,7.4,182281,7080,1990,4,8,232
59012,Ali Wong: Baby Cobra,7.9,3368,6780,1965,3,1,34
292542,Death House,7.9,8454,7380,2001,29,10,65
1007026,Family Blood,6.8,442,5520,2009,0,0,3
328880,Miss Dynamite,6.7,47006,5100,2003,2,17,150
57546,Pup Star: World Tour,7.2,45631,4740,1963,0,0,68
848537,Handsome: A Netflix Mystery Movie,6.7,54953,6120,2013,1,15,92
165982,Simplemente Manu NNa,6.6,26752,5400,2003,0,0,84
338348,The Mars Generation,6.6,86884,6000,2004,5,14,424
944834,What Happens to My Family,6.7,9336,4800,2008,0,0,38
1219801,4th Man Out,6.5,84,360,2007,7,0,1
99810,Just Another Love Story,7.6,116767,8040,1990,2,6,228
113189,A Little Help with Carol Burnett,7.2,158160,7800,1995,2,4,382
55928,Anon,7.3,90712,6600,1962,2,1,344
1074638,Dany Boon: Des Hauts De France,7.8,378165,8580,2012,40,74,1399
76752,End Game,http://www.imdb.com/title/tt0076752/,7.1,58825,7500,video.movie,2,297
59800,Forgive Us Our Debts,7,63573,7800,1965,3,4,248
117060,Lo m??s sencillo es complicarlo todo,7,217750,6600,1996,3,6,331
117500,Manhunt,7.4,215025,8160,1996,7,7,403
82398,No Estoy Loca,6.8,55818,7620,1981,2,3,234
70328,Thi Mai,6.8,56889,7260,1973,2,2,228
93428,Pasi??n de Gavilanes,6.7,53788,7800,1987,3,3,240
244783,Always Be My Maybe,8.6,1677,,1990,0,0,22
905908,C Kkompany,7.2,400,1320,2006,0,0,0
97757,Chopsticks,http://www.imdb.com/title/tt0097757/,7.6,109694,4980,video.movie,10,24
42332,How to Sell Drugs Online (Fast),7.3,72280,4440,1950,4,4,89
29583,Killer Ratings,7.7,92722,4980,1937,10,3,174
780521,Koi Aap Sa,7.2,64543,5820,2009,8,26,194
53285,Krishna Cottage,7.4,64374,4500,1959,1,3,122
116583,Mere Pyare Prime Minister,6.8,66044,5460,1996,7,16,197
107688,P,8.1,174723,4560,1993,5,6,400
111333,Pegasus,6.4,13588,5400,1994,1,7,49
115491,Ragini MMS,6.3,19655,4800,1996,2,1,47
377981,Ragini MMS 2,6,33763,5040,2011,1,7,101
212985,Shor In the City,6.7,168909,7860,2001,5,14,1327
6414,When They See Us,7,1185,1800,1916,0,0,16
496806,Bombshell: The Hedy Lamarr Story,6.9,192150,7320,2007,1,5,277
117438,Without Gorky,6.6,81534,7260,1996,3,3,152
120787,My Week with Marilyn,6.4,54174,6420,1998,2,3,178
68611,Svaha: The Sixth Finger,7.5,24452,6960,1972,2,3,183
117407,The One I Love,7.4,19303,6600,1996,1,0,49
103939,Sarah Silverman A Speck of Dust,7.5,34016,8580,1992,3,11,114
402910,All In My Family,6.5,35558,6360,2005,0,0,87
100263,Crime Diaries: Night Out,7.4,45780,7080,1990,5,12,138
38109,Dead to Me,7.7,26209,6660,1945,1,5,145
134273,Despite Everything,6.4,89663,7380,1999,2,1,572
118771,"Extremely Wicked, Shockingly Evil and Vile",6.9,32329,5580,1997,1,2,204
164334,Flinch,6.3,48719,6240,2001,1,1,299
891812,It's Fine,7.7,117,3600,2006,0,0,5
68762,Jo Pil-ho: The Dawning Rage,7.6,16873,6480,1972,1,1,103
38762,The Last Summer,7.8,13151,5520,1946,3,0,121
46303,Tuca & Bertie,7.7,23365,7080,1953,3,9,225
57163,Undercover,7.9,12864,6720,1963,15,14,111
75213,Si saben c??mo me pongo ??p?? qu?? me invitan?,7.7,14415,6000,1976,1,3,138
68421,Forever Pure,7.4,8115,7860,1972,1,0,72
1403865,Rangoon,7.7,186209,6600,2010,30,85,688
67309,Hot Girls Wanted,7.2,12187,6840,1971,5,5,95
67411,Lifechanger,7.7,12802,7200,1971,1,2,111
42531,The Nutcracker and the Four Realms,7.8,5573,5100,1950,0,1,58
56195,After Porn Ends,7.7,4612,6420,1962,2,0,77
63032,Charmed,7.8,7776,6300,1968,0,0,82
30341,Historical Roasts,8,29078,5760,1938,1,0,165
1244514,The Break with Michelle Wolf,6.7,21,1800,2008,0,0,1
32484,The Do-Over,7.7,10656,7200,1940,1,0,111
420223,Kiss The Series,7.7,158513,6780,2006,3,11,511
120601,Rampant,7.8,207653,6720,1999,50,48,813
118954,Sara's Notebook,7.4,29289,5760,1997,2,4,124
354899,Something in the Rain,7.4,54005,6300,2006,6,4,203
102250,I Am Jane Doe,6.7,22766,5700,1991,0,0,91
256380,Joshua: Teenager vs. Superpower,5.9,90254,6840,2001,0,0,413
91738,Raees,6.3,22977,6180,1986,5,7,90
110074,War Machine,7.4,55711,6660,1994,2,3,205
107091,The Last Man on the Moon,6.8,11026,6240,1993,1,10,67
106307,Sotus The Series,7.4,28674,8520,1992,3,1,69
103772,Thackeray,6.9,105371,7620,1992,5,16,266
332136,Colours of Passion,7.2,21536,5520,2004,0,0,126
117038,Fernando Sanjiao: Hombre,5.6,31119,6300,1996,0,0,93
2209811,Ibiza,5.8,5,900,2012,0,0,0
97937,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,7.9,38027,6180,1989,23,14,70
369702,Detour,8.1,52642,7500,2004,61,30,133
454921,After Maria,7.9,245609,7020,2006,11,18,578
338751,Hyper HardBoiled Gourmet Report,7.5,198587,10200,2004,55,71,761
117318,Joy,7.3,60966,7740,1996,24,12,117
1013753,Rim of the World,7.7,108949,7680,2008,45,66,266
108330,The Perfection,7.3,26947,6900,1993,2,0,79
203019,WHAT / IF,7.1,73594,7740,2000,0,0,215
427309,Survivors Guide to Prison,7.6,38572,7560,2007,8,8,111
35279,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,7.3,13643,6540,1942,0,0,120
64418,Ar??s,http://www.imdb.com/title/tt0064418/,7.2,8093,8760,video.movie,1,3
192167,Hasan Minhaj: Homecoming King,5.5,46,3060,1995,0,0,0
374569,Dramaworld,6.9,22983,8100,2008,1,4,54
151137,A Tale of Two Kitchens,6.4,48634,9480,1999,5,10,385
426578,The Man Who Feels No Pain,7.7,18698,7200,2005,19,12,92
396055,Mob Psycho 100,3.9,30,3600,1994,0,0,1
108550,Tig Notaro Happy To Be Here,7.8,133918,7080,1993,7,1,266
976051,12 Years Promise,7.6,149409,7440,2008,16,33,345
1193138,Beating Again,7.5,219131,6540,2009,64,66,424
332280,Can We Get Married?,8,285391,7380,2004,11,7,1065
446755,Elizabeth at 90: A Family Tribute,7.5,64680,7500,2006,7,3,209
419887,Last,7.6,58914,7680,2007,4,14,219
397535,Secret Affair,7.3,99918,8700,2005,23,30,541
1185836,This Is My Love,7.3,23163,5940,2009,2,2,63
223897,The Super Mario Bros. Super Show!,7.1,79618,7380,2000,1,3,648
959337,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),7.4,122695,7140,2008,8,26,393
2639552,The Other One: The Long Strange Trip of Bob Weir,8.9,392,3600,2013,0,0,2
120762,Moonlight,7.5,107855,5280,1998,14,13,202
120855,Wanda Sykes: Not Normal,7.2,87320,5280,1999,10,22,244
61852,Zero,7.6,84514,4680,1967,2,3,107
120794,American Experience: The Circus,6.9,68056,5940,1998,5,19,334
118617,Hamza's Suitcase,7,60102,5640,1997,8,15,177
95489,Her Only Choice,7.3,46610,4140,1988,0,0,121
95776,John Carter,6.7,23698,4440,1988,1,2,67
90633,Laatu,http://www.imdb.com/title/tt0090633/,6.9,29027,4800,video.movie,6,70
91149,Olympus Has Fallen,http://www.imdb.com/title/tt0091149/,7.2,24130,4440,video.movie,1,75
2242017,Revenge,,,,2009,0,0,0
106856,Jailbreak,7.6,111160,6780,1993,1,2,356
268380,Maria Bamford: Old Baby,7.6,232174,4860,2002,4,23,452
1018952,Two Lovers and a Bear,7,6,6300,2007,0,0,0
293434,SGT. Will Gardner,6.3,12,1680,1994,0,0,0
1274651,Jalpari: The Desert Mermaid,7.3,10,4320,2009,0,0,0
1212450,Small Town Crime,7.3,129924,6960,2012,1,4,248
128442,Behzat ??.,7.4,100848,7260,1998,1,1,281
1117385,BLAME!,7.5,58547,6240,2008,0,0,129
822288,Hidden Singer,7.8,103,1320,2006,0,0,1
111507,Highland: Thailand's Marijuana Awakening,7.7,33210,5460,1994,1,2,73
108394,Laerte-se,8,46702,5880,1993,21,7,147
95467,The Keepers,8.3,8937,5160,1988,7,1,29
109424,The Blackcoat's Daughter,8.1,30624,5880,1994,9,11,148
241303,The Brawler,7.3,121621,7260,2000,8,29,488
133363,Cargo,7.8,13087,6720,1998,13,8,77
159097,Catching Feelings,7.3,91852,5820,1999,3,11,504
466816,Dance & Sing with True,7.1,9895,5700,2007,9,15,44
115561,El Clon,7.6,9782,6960,1996,1,2,63
344510,1994,7.8,54100,7980,2004,19,24,230
256276,Born in Gaza,6.4,10550,6120,2002,0,0,167
18773,Born in Syria,8.1,12273,4260,1928,1,0,192
94991,Dying to Tell,http://www.imdb.com/title/tt0094991/,8.2,1523,3480,video.episode,0,0
404203,First Impression,7.6,80114,8160,2006,12,30,307
401711,It's Bruno!,http://www.imdb.com/title/tt0401711/,7.4,55011,7200,video.movie,1,0
335266,Maria,7.8,255643,6060,2003,86,63,1805
1120985,ReMastered: The Lion's Share,7.4,107863,6720,2010,4,21,256
376541,Saverio Raimondo: Il Satiro Parlante,7.3,142422,6240,2004,15,24,890
1029235,See You Yesterday,7.4,17505,7080,2008,7,4,37
107096,Well-Intended Love,6.8,9086,8400,1993,0,2,35
881200,Katt Williams: American Hustle (The Movie),7.4,4719,7440,2007,21,10,22
114287,Tinker Bell and the Legend of the NeverBeast,6.9,29590,8340,1995,2,2,120
66078,Even the Rain,8.4,5102,6420,1971,0,0,16
100486,Good Sam,7.2,9357,6660,1990,13,10,55
949423,Jonaki,6.5,450,5340,2007,2,0,3
63678,Kyo Kii... Main Jhuth Nahin Bolta,7.2,5985,5820,1968,1,4,59
264464,Limitless,8,340964,8460,2002,11,20,623
70511,"LSD: Love, Sex Aur Dhokha",8.1,67782,9060,1973,2,1,148
221073,Mission Istaanbul: Darr Ke Aagey Jeet Hai,7.2,26829,5640,2000,12,14,155
340855,Once Upon a Time in Mumbai Dobaara!,7.3,83863,6540,2003,20,13,517
70666,PATRICK (2019),7.8,57246,7800,1973,6,7,153
221027,Take Me Home Tonight,7.6,156305,7440,2001,1,5,408
463998,'89,7.5,41401,7380,2007,2,1,223
298744,Action Replayy,6.6,10397,6300,2002,2,3,140
420609,Andaz Apna Apna,7.1,12139,6600,2006,3,1,91
104427,Food on the Go,6.6,14629,8400,1992,2,4,62
112461,Christine,7.3,61146,6120,1995,0,0,144
101516,The Place Beyond the Pines,6.8,18197,8160,1991,16,24,61
120741,Tracy Morgan: Staying Alive,5.5,11146,4980,1998,0,0,101
19777,7 Din Mohabbat In,7.3,4511,5760,1929,0,0,54
369339,All the Devil's Men,7.6,238914,7200,2004,20,36,801
375912,Cake,7.4,106830,6300,2004,2,8,247
460740,Dennis and Gnasher Unleashed,7.3,59781,6120,2006,3,0,144
473705,EMI: Liya Hai To Chukana Padega,7.2,96006,7620,2009,2,2,219
488120,Hamid,7.2,111085,6780,2007,1,2,273
1034331,"Heidi, bienvenida a casa",6,63011,6060,2008,0,0,241
120363,I Hear You,7.9,276727,5520,1999,19,20,483
126029,Kucch To Hai,7.9,341130,5400,2001,30,46,923
298148,Kyaa Kool Hai Hum,7.3,225979,5580,2004,16,35,465
413267,Kyaa Kool Hain Hum 3,6,153565,5580,2007,4,13,316
892791,Once Upon a Time in Mumbaai,6.4,99613,5580,2010,1,12,167
120917,Shootout at Lokhandwala,7.3,89360,4680,2000,7,24,280
1453405,Aadu 2,7.5,132191,6240,2013,10,34,227
99472,Aiyaary,6.9,17607,4440,1990,0,0,28
650625,Chalay Thay Saath,8.6,260,2820,2006,0,0,4
118929,Lupin the 3rd: The Castle of Cagliostro: Special Edition,7.8,125788,6000,1998,6,7,598
284978,Only God Forgives,6.9,23675,5700,2002,5,3,115
66769,Saint Seiya: The Lost Canvas,7.3,20498,7860,1971,0,2,158
381940,Chamatkar,6.3,11241,6720,2009,0,0,54
73747,Classic Legends,6.9,10294,6900,1975,1,1,132
1220198,Command and Control,5.9,51526,5880,2009,0,0,309
289879,Kabhi Haan Kabhi Naa,7.7,270273,6780,2004,1,4,1073
705274,Lovesong,8.7,825,3480,2004,0,0,2
851578,Natascha Kampusch: The Whole Story,7.7,29589,5400,2006,5,4,96
343818,Ram Jaane,http://www.imdb.com/title/tt0343818/,7.1,270573,6900,video.movie,1,81
480669,Sin senos no hay para??so,7.2,27325,5520,2007,9,6,105
1995105,Smash: Motorized Mayhem,8.8,1103,2700,2012,0,0,5
170705,The Devil's Mistress,7.8,6176,6180,1998,10,4,40
449573,The Intent,8,6204,9300,2007,10,3,28
308476,Attacking the Devil: Harold Evans and the Last Nazi War Crime,7.9,5438,5940,2002,17,5,53
245929,Backdraft 2,8.2,3941,8340,2000,6,1,21
213847,Killer Cove,7.5,49719,6540,2000,6,16,206
165546,Revisions,8.1,5426,6180,1998,2,0,24
454976,Still LAUGH-IN: The Stars Celebrate,6.7,3542,5400,2008,0,0,12
120890,Weed the People,6.5,76949,6480,1998,2,3,375
104036,The Hunt,7.3,35152,6720,1992,27,24,135
371358,Malibu Rescue,5.5,40,1440,2003,0,0,1
86979,Norm of the North: Keys to the Kingdom,7.7,54460,5940,1984,4,6,235
